query id,subject id, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
DS1-1_DN0_c7_g1_i1.p5,AAZ49092.1,98.476,328,5,0,1,328,1,328,0.0,650,98.78
DS1-1_DN0_c7_g1_i1.p5,AAZ49125.1,98.476,328,5,0,1,328,1,328,0.0,650,99.09
DS1-1_DN0_c7_g1_i1.p5,ABN49742.1,98.171,328,6,0,1,328,1,328,0.0,649,98.78
DS1-1_DN0_c7_g1_i1.p5,AAG29963.1,98.171,328,6,0,1,328,1,328,0.0,649,98.78
DS1-1_DN0_c7_g1_i1.p5,ABN49731.1,98.171,328,6,0,1,328,1,328,0.0,649,98.78
DS1-1_DN0_c7_g1_i1.p5,ABN49874.1,98.171,328,6,0,1,328,1,328,0.0,648,98.78
DS1-1_DN0_c7_g1_i1.p5,AAZ49235.1,97.561,328,8,0,1,328,1,328,0.0,647,98.78
DS1-1_DN0_c7_g1_i1.p5,ABN49797.1,98.171,328,6,0,1,328,1,328,0.0,647,98.78
DS1-1_DN0_c7_g1_i1.p5,ABN49786.1,98.171,328,6,0,1,328,1,328,0.0,647,98.78
DS1-1_DN0_c7_g1_i1.p5,ABN49830.1,98.171,328,6,0,1,328,1,328,0.0,647,99.09
DS1-1_DN0_c7_g1_i1.p5,ABN49764.1,97.866,328,7,0,1,328,1,328,0.0,647,98.78
DS1-1_DN0_c7_g1_i1.p5,ABN49654.1,97.866,328,7,0,1,328,1,328,0.0,647,98.48
DS1-1_DN0_c7_g1_i1.p5,ABN49709.1,97.866,328,7,0,1,328,1,328,0.0,647,98.48
DS1-1_DN0_c7_g1_i1.p5,AAZ49202.1,97.561,328,8,0,1,328,1,328,0.0,647,98.78
DS1-1_DN0_c7_g1_i1.p5,ABN49687.1,97.561,328,8,0,1,328,1,328,0.0,646,98.17
DS1-1_DN0_c7_g1_i1.p5,P07933.1,97.561,328,8,0,1,328,1,328,0.0,645,98.48
DS1-1_DN0_c7_g1_i1.p5,AAZ49081.1,97.866,328,7,0,1,328,1,328,0.0,645,98.48
DS1-1_DN0_c7_g1_i1.p5,AAZ49158.1,98.171,328,6,0,1,328,1,328,0.0,645,98.78
DS1-1_DN0_c7_g1_i1.p5,ABN49808.1,97.866,328,7,0,1,328,1,328,0.0,645,98.48
DS1-1_DN0_c7_g1_i1.p5,ABN49676.1,97.561,328,8,0,1,328,1,328,0.0,645,98.17
DS1-1_DN0_c7_g1_i1.p5,ABN49852.1,97.561,328,8,0,1,328,1,328,0.0,644,98.48
DS1-1_DN0_c7_g1_i1.p5,ABN49643.1,97.561,328,8,0,1,328,1,328,0.0,644,98.17
DS1-1_DN0_c7_g1_i1.p5,ABN49841.1,97.561,328,8,0,1,328,1,328,0.0,644,98.78
DS1-1_DN0_c7_g1_i1.p5,ABN49818.1,97.256,328,9,0,1,328,1,328,0.0,643,98.48
DS1-1_DN0_c7_g1_i1.p5,ABN49775.1,97.561,328,8,0,1,328,1,328,0.0,642,98.48
DS1-1_DN0_c7_g1_i1.p5,ABN49665.1,97.256,328,9,0,1,328,1,328,0.0,642,97.87
DS1-1_DN0_c7_g1_i1.p5,ABN49698.1,96.951,328,10,0,1,328,1,328,0.0,640,97.56
DS1-1_DN0_c7_g1_i1.p5,QXN67719.1,100.000,282,0,0,47,328,1,282,0.0,575,100.00
DS1-1_DN0_c7_g1_i1.p5,XKQ95105.1,77.778,342,62,1,1,328,1,342,0.0,541,86.55
DS1-1_DN0_c7_g1_i1.p5,QBZ71565.1,67.536,345,95,2,1,328,1,345,5.00e-164,469,80.29
DS1-1_DN0_c7_g1_i1.p5,WQY91298.1,67.536,345,95,2,1,328,1,345,1.16e-163,468,79.71
DS1-1_DN0_c7_g1_i1.p5,QBZ71495.1,67.246,345,96,2,1,328,1,345,3.08e-163,467,79.71
DS1-1_DN0_c7_g1_i1.p5,QCG76765.1,67.246,345,96,2,1,328,1,345,5.44e-163,466,79.71
DS1-1_DN0_c7_g1_i1.p5,QHR69594.1,66.667,345,98,2,1,328,1,345,3.10e-162,464,79.71
DS1-1_DN0_c7_g1_i1.p5,AGS81873.1,68.142,339,89,3,1,325,1,334,8.21e-161,460,79.94
DS1-1_DN0_c7_g1_i1.p5,AGC34609.1,67.552,339,91,3,1,325,1,334,6.57e-160,458,79.94
DS1-1_DN0_c7_g1_i1.p5,YP_009497846.1,68.129,342,90,3,1,328,1,337,2.11e-159,457,78.07
DS1-1_DN0_c7_g1_i1.p5,YP_512378.1,67.552,339,91,3,1,325,1,334,2.31e-159,456,79.65
DS1-1_DN0_c7_g1_i1.p5,AUG88364.1,66.959,342,94,3,1,328,1,337,5.77e-159,456,78.95
DS1-1_DN0_c7_g1_i1.p5,AAZ49389.1,66.959,342,94,3,1,328,1,337,1.28e-158,455,78.95
DS1-1_DN0_c7_g1_i1.p5,YP_512798.1,66.374,342,96,3,1,328,1,337,3.08e-158,454,78.95
DS1-1_DN0_c7_g1_i1.p5,AAZ49323.1,68.713,342,88,3,1,328,1,337,3.80e-156,448,78.36
DS1-1_DN0_c7_g1_i1.p5,AAZ49279.1,68.713,342,88,3,1,328,1,337,4.01e-156,448,78.36
DS1-1_DN0_c7_g1_i1.p5,AAW72846.1,68.713,342,88,3,1,328,1,337,6.28e-156,448,78.07
DS1-1_DN0_c7_g1_i1.p5,AAZ49301.1,68.129,342,90,3,1,328,1,337,5.73e-155,446,78.36
DS1-1_DN0_c7_g1_i1.p5,AAL51018.1,68.129,342,90,3,1,328,1,337,6.90e-155,445,78.36
DS1-1_DN0_c7_g1_i1.p5,AAZ49246.1,67.836,342,91,3,1,328,1,337,1.77e-154,444,78.07
DS1-1_DN0_c7_g1_i1.p5,AAZ49312.1,68.129,342,90,3,1,328,1,337,3.84e-154,443,77.49
DS1-1_DN0_c7_g1_i1.p5,AAZ49290.1,67.544,342,92,3,1,328,1,337,2.50e-153,441,78.36
DS1-1_DN0_c7_g1_i1.p5,ACY07205.1,67.251,342,93,3,1,328,1,337,1.73e-152,439,77.78
DS1-1_DN0_c7_g1_i1.p5,AAZ49268.1,66.082,342,97,3,1,328,1,337,3.93e-152,438,78.65
DS1-1_DN0_c7_g1_i1.p5,AAZ49367.1,66.082,342,97,3,1,328,1,337,7.02e-152,437,78.36
DS1-1_DN0_c7_g1_i1.p5,QEM40926.1,65.549,328,96,2,18,328,1,328,7.41e-152,437,79.27
DS1-1_DN0_c7_g1_i1.p5,AAZ49334.1,65.497,342,99,3,1,328,1,337,6.61e-151,435,78.36
DS1-1_DN0_c7_g1_i1.p5,YP_512459.1,65.789,342,98,3,1,328,1,337,7.88e-151,435,78.07
DS1-1_DN0_c7_g1_i1.p5,AAZ49356.1,65.789,342,98,3,1,328,1,337,1.33e-150,434,77.78
DS1-1_DN0_c7_g1_i1.p5,WMU34131.1,66.374,342,96,3,1,328,1,337,1.38e-149,432,77.19
DS1-1_DN0_c7_g1_i1.p5,AEQ25509.1,67.879,330,87,3,1,316,1,325,6.01e-149,430,78.48
DS1-1_DN0_c7_g1_i1.p5,AEQ25498.1,68.536,321,82,3,1,307,1,316,3.14e-144,417,78.50
DS1-1_DN0_c7_g1_i1.p5,ACY07185.1,68.536,321,82,3,1,307,1,316,6.42e-144,417,78.50
DS1-1_DN0_c7_g1_i1.p5,ACY07175.1,67.601,321,85,3,1,307,1,316,9.60e-142,412,78.19
DS1-1_DN0_c7_g1_i1.p5,AEQ25487.1,67.188,320,86,3,1,306,1,315,1.26e-140,408,77.81
DS1-1_DN0_c7_g1_i1.p5,ACY07195.1,69.180,305,75,3,1,291,1,300,2.79e-136,397,78.69
DS1-1_DN57_c0_g1_i1.p1,WPR16894.1,62.025,79,30,0,51,129,1,79,2.34e-26,104,74.68
DS1-1_DN57_c0_g1_i1.p1,UJQ92012.1,40.580,138,70,5,2,131,157,290,4.10e-22,99.8,61.59
DS1-1_DN57_c0_g1_i1.p1,UTQ48837.1,42.424,132,67,3,6,132,169,296,3.26e-21,97.1,59.85
DS1-1_DN57_c0_g1_i1.p1,QED42954.1,42.424,132,67,3,6,132,152,279,5.92e-21,96.7,58.33
DS1-1_DN57_c0_g1_i1.p1,WZH61563.1,43.511,131,68,3,2,127,152,281,2.52e-18,89.0,57.25
DS1-1_DN57_c0_g1_i1.p1,UJQ91968.1,41.406,128,70,3,1,124,155,281,8.47e-18,87.4,57.03
DS1-1_DN57_c0_g1_i1.p1,WPR16728.1,48.889,90,46,0,41,130,186,275,2.14e-17,84.7,66.67
DS1-1_DN57_c0_g1_i1.p1,UCR95349.1,39.683,126,69,3,3,124,26,148,3.68e-17,84.7,56.35
DS1-1_DN57_c0_g1_i1.p1,QAB47442.1,44.262,122,64,4,10,129,150,269,4.34e-17,85.5,61.48
DS1-1_DN57_c0_g1_i1.p1,UJQ92013.1,41.837,98,55,1,34,131,197,292,1.35e-16,84.0,61.22
DS1-1_DN57_c0_g1_i1.p1,UAW09570.1,47.253,91,47,1,39,129,220,309,1.87e-16,83.6,63.74
DS1-1_DN57_c0_g1_i1.p1,WPR17030.1,40.310,129,70,4,6,132,183,306,2.56e-16,83.2,56.59
DS1-1_DN57_c0_g1_i1.p1,WPR16744.1,38.136,118,72,1,10,127,44,160,3.55e-16,81.3,58.47
DS1-1_DN57_c0_g1_i1.p1,UOL48977.1,45.263,95,46,3,37,129,193,283,3.76e-16,82.8,67.37
DS1-1_DN57_c0_g1_i1.p1,UJQ91994.1,40.000,135,71,4,1,129,174,304,4.05e-16,82.8,55.56
DS1-1_DN57_c0_g1_i1.p1,WPR16861.1,44.681,94,51,1,38,131,203,295,4.86e-16,82.4,67.02
DS1-1_DN57_c0_g1_i1.p1,XHY85076.1,38.298,141,76,1,1,130,143,283,4.92e-16,82.4,49.65
DS1-1_DN57_c0_g1_i1.p1,WZH61087.1,46.667,90,46,1,36,125,195,282,5.26e-16,82.4,62.22
DS1-1_DN57_c0_g1_i1.p1,UJQ91981.1,47.000,100,52,1,30,129,215,313,5.66e-16,82.4,59.00
DS1-1_DN57_c0_g1_i1.p1,QKI79947.1,44.565,92,51,0,40,131,182,273,6.28e-16,82.0,65.22
DS1-1_DN57_c0_g1_i1.p1,QGZ98424.1,37.594,133,81,2,1,131,105,237,7.05e-16,82.0,57.14
DS1-1_DN57_c0_g1_i1.p1,WAK77786.1,38.298,141,76,1,1,130,143,283,1.32e-15,81.3,48.94
DS1-1_DN57_c0_g1_i1.p1,YP_010800265.1,40.650,123,68,2,6,127,152,270,1.36e-15,81.3,56.91
DS1-1_DN57_c0_g1_i1.p1,QVU39976.1,48.750,80,39,1,48,127,204,281,1.45e-15,81.3,70.00
DS1-1_DN57_c0_g1_i1.p1,YP_010804968.1,48.750,80,39,1,48,127,204,281,1.47e-15,81.3,70.00
DS1-1_DN57_c0_g1_i1.p1,QKI79909.1,46.154,91,49,0,40,130,183,273,1.47e-15,81.3,62.64
DS1-1_DN57_c0_g1_i1.p1,UVX28883.1,48.750,80,39,1,48,127,204,281,1.48e-15,80.9,70.00
DS1-1_DN57_c0_g1_i1.p1,UJQ91978.1,40.310,129,72,3,5,129,157,284,1.54e-15,80.9,56.59
DS1-1_DN57_c0_g1_i1.p1,YP_010800304.1,41.085,129,63,4,3,124,198,320,1.71e-15,80.9,56.59
DS1-1_DN57_c0_g1_i1.p1,YP_010800274.1,39.683,126,69,3,3,124,198,320,1.76e-15,80.9,56.35
DS1-1_DN57_c0_g1_i1.p1,WZH62025.1,51.220,82,38,1,46,127,27,106,1.87e-15,78.6,62.20
DS1-1_DN57_c0_g1_i1.p1,UJQ92005.1,36.719,128,73,2,2,129,174,293,2.43e-15,80.5,54.69
DS1-1_DN57_c0_g1_i1.p1,YP_010800565.1,46.667,90,46,1,38,127,13,100,2.64e-15,80.1,62.22
DS1-1_DN57_c0_g1_i1.p1,QKI79955.1,39.837,123,69,2,6,127,152,270,2.66e-15,80.5,56.91
DS1-1_DN57_c0_g1_i1.p1,WAK77893.1,43.396,106,56,2,27,129,1,105,2.89e-15,80.1,59.43
DS1-1_DN57_c0_g1_i1.p1,UJQ91977.1,41.406,128,70,3,4,127,159,285,3.26e-15,80.1,53.91
DS1-1_DN57_c0_g1_i1.p1,QGZ98425.1,42.553,94,54,0,38,131,186,279,3.46e-15,80.1,62.77
DS1-1_DN57_c0_g1_i1.p1,XAV38579.1,49.451,91,46,0,40,130,197,287,3.82e-15,79.7,60.44
DS1-1_DN57_c0_g1_i1.p1,WPR16772.1,50.000,88,43,1,40,127,144,230,3.85e-15,78.2,64.77
DS1-1_DN57_c0_g1_i1.p1,UOI87871.1,37.398,123,75,1,2,124,56,176,4.11e-15,79.7,56.91
DS1-1_DN57_c0_g1_i1.p1,WPR16899.1,42.391,92,51,1,39,130,26,115,4.38e-15,76.3,59.78
DS1-1_DN57_c0_g1_i1.p1,WPR16902.1,42.553,94,54,0,38,131,200,293,4.65e-15,79.7,61.70
DS1-1_DN57_c0_g1_i1.p1,WZH61912.1,49.438,89,44,1,40,128,37,124,4.68e-15,77.4,61.80
DS1-1_DN57_c0_g1_i1.p1,QGZ98421.1,40.310,129,64,4,3,124,198,320,5.11e-15,79.7,55.81
DS1-1_DN57_c0_g1_i1.p1,YP_010800566.1,46.667,90,46,1,38,127,196,283,5.11e-15,79.7,62.22
DS1-1_DN57_c0_g1_i1.p1,QGY72595.1,43.434,99,54,1,28,124,184,282,5.14e-15,79.7,64.65
DS1-1_DN57_c0_g1_i1.p1,URG17158.1,35.433,127,77,2,6,129,164,288,5.64e-15,79.0,55.91
DS1-1_DN57_c0_g1_i1.p1,YP_010802841.1,37.398,123,75,1,2,124,163,283,5.94e-15,79.3,56.91
DS1-1_DN57_c0_g1_i1.p1,WPR16870.1,45.652,92,49,1,38,129,200,290,6.59e-15,79.3,65.22
DS1-1_DN57_c0_g1_i1.p1,QKI79897.1,41.732,127,59,5,6,127,153,269,8.26e-15,79.0,58.27
DS1-1_DN57_c0_g1_i1.p1,QVU39995.1,36.585,123,76,1,2,124,163,283,8.26e-15,79.0,56.91
DS1-1_DN57_c0_g1_i1.p1,WZH61997.1,35.537,121,67,2,18,129,167,285,8.51e-15,79.0,54.55
DS1-1_DN57_c0_g1_i1.p1,YP_010804536.1,41.129,124,68,3,5,124,174,296,9.19e-15,79.0,54.84
DS1-1_DN57_c0_g1_i1.p1,UVX28887.1,41.129,124,68,3,5,124,174,296,1.01e-14,78.6,54.84
DS1-1_DN57_c0_g1_i1.p1,QKI79885.1,43.434,99,54,1,28,124,184,282,1.03e-14,78.6,65.66
DS1-1_DN57_c0_g1_i1.p1,WPR16859.1,35.115,131,79,3,1,127,154,282,1.08e-14,78.6,55.73
DS1-1_DN57_c0_g1_i1.p1,UBZ25887.1,37.302,126,74,2,6,127,157,281,1.20e-14,78.6,59.52
DS1-1_DN57_c0_g1_i1.p1,XFO98545.1,43.434,99,54,1,28,124,184,282,1.21e-14,78.6,65.66
DS1-1_DN57_c0_g1_i1.p1,XCO56020.1,43.529,85,46,1,40,124,207,289,1.23e-14,78.6,63.53
DS1-1_DN57_c0_g1_i1.p1,WAK77835.1,39.231,130,74,3,2,127,143,271,1.24e-14,78.6,53.85
DS1-1_DN57_c0_g1_i1.p1,YP_010800242.1,38.060,134,78,3,2,131,144,276,1.27e-14,78.6,55.22
DS1-1_DN57_c0_g1_i1.p1,WAK77927.1,45.882,85,46,0,40,124,196,280,1.34e-14,78.2,65.88
DS1-1_DN57_c0_g1_i1.p1,WAK77894.1,40.157,127,71,3,4,127,153,277,1.35e-14,78.2,55.12
DS1-1_DN57_c0_g1_i1.p1,WAK77830.1,36.923,130,74,4,3,129,198,322,1.36e-14,78.2,55.38
DS1-1_DN57_c0_g1_i1.p1,WAK77769.1,36.923,130,74,4,3,129,198,322,1.36e-14,78.2,55.38
DS1-1_DN57_c0_g1_i1.p1,UYL95427.1,36.923,130,74,4,3,129,198,322,1.36e-14,78.2,55.38
DS1-1_DN57_c0_g1_i1.p1,WAK77842.1,45.882,85,46,0,40,124,220,304,1.41e-14,78.2,65.88
DS1-1_DN57_c0_g1_i1.p1,UYL95433.1,38.583,127,73,2,5,127,171,296,1.43e-14,78.2,52.76
DS1-1_DN57_c0_g1_i1.p1,XAV38578.1,45.556,90,49,0,38,127,188,277,1.44e-14,78.2,65.56
DS1-1_DN57_c0_g1_i1.p1,QUE49163.1,38.889,126,70,3,3,124,198,320,1.44e-14,78.2,55.56
DS1-1_DN57_c0_g1_i1.p1,YP_010800231.1,39.535,129,71,4,1,125,163,288,1.49e-14,78.2,53.49
DS1-1_DN57_c0_g1_i1.p1,YP_009666498.1,43.434,99,54,1,28,124,184,282,1.74e-14,77.8,63.64
DS1-1_DN57_c0_g1_i1.p1,YP_010800258.1,44.706,85,47,0,40,124,197,281,1.76e-14,78.2,65.88
DS1-1_DN57_c0_g1_i1.p1,UYL94540.1,44.706,85,47,0,40,124,197,281,1.86e-14,77.8,65.88
DS1-1_DN57_c0_g1_i1.p1,YP_009666497.1,45.882,85,46,0,40,124,220,304,1.89e-14,77.8,65.88
DS1-1_DN57_c0_g1_i1.p1,WAK77949.1,43.529,85,48,0,40,124,215,299,1.96e-14,77.8,67.06
DS1-1_DN57_c0_g1_i1.p1,WAK77931.1,43.529,85,48,0,40,124,197,281,2.01e-14,77.8,67.06
DS1-1_DN57_c0_g1_i1.p1,QKI79864.1,35.664,143,79,1,1,130,142,284,2.07e-14,77.8,49.65
DS1-1_DN57_c0_g1_i1.p1,UJQ91934.1,43.750,96,53,1,35,130,189,283,2.15e-14,77.8,63.54
DS1-1_DN57_c0_g1_i1.p1,UTQ48838.1,44.565,92,50,1,40,131,190,280,2.38e-14,77.8,67.39
DS1-1_DN57_c0_g1_i1.p1,WAK77783.1,41.880,117,65,2,10,124,154,269,2.41e-14,77.8,57.26
DS1-1_DN57_c0_g1_i1.p1,UJQ91942.1,43.689,103,50,2,23,125,40,134,2.43e-14,77.4,59.22
DS1-1_DN57_c0_g1_i1.p1,YP_010800269.1,36.496,137,73,1,2,124,143,279,2.51e-14,77.4,48.91
DS1-1_DN57_c0_g1_i1.p1,XCX09733.1,35.897,117,70,3,9,124,169,281,2.68e-14,77.4,58.97
DS1-1_DN57_c0_g1_i1.p1,YP_010800382.1,43.478,92,50,1,40,131,182,271,2.87e-14,77.4,61.96
DS1-1_DN57_c0_g1_i1.p1,YP_009667033.1,47.500,80,40,1,48,127,204,281,2.93e-14,77.4,68.75
DS1-1_DN57_c0_g1_i1.p1,WAK77896.1,35.659,129,79,2,3,131,189,313,3.04e-14,77.4,58.14
DS1-1_DN57_c0_g1_i1.p1,WAK77774.1,35.659,129,79,2,3,131,189,313,3.10e-14,77.4,58.14
DS1-1_DN57_c0_g1_i1.p1,UYL95430.1,35.659,129,79,2,3,131,189,313,3.19e-14,77.4,58.14
DS1-1_DN57_c0_g1_i1.p1,QVU39975.1,40.323,124,69,3,5,124,174,296,3.27e-14,77.4,54.84
DS1-1_DN57_c0_g1_i1.p1,WAK77834.1,48.276,87,45,0,38,124,188,274,3.35e-14,77.0,58.62
DS1-1_DN57_c0_g1_i1.p1,QKI79908.1,36.496,137,73,1,2,124,143,279,3.38e-14,77.0,48.91
DS1-1_DN57_c0_g1_i1.p1,URG17151.1,37.500,128,74,3,1,124,99,224,3.41e-14,77.0,56.25
DS1-1_DN57_c0_g1_i1.p1,UYL94526.1,39.231,130,74,3,2,127,143,271,3.45e-14,77.0,53.08
DS1-1_DN57_c0_g1_i1.p1,QKI79905.1,45.882,85,46,0,40,124,197,281,3.46e-14,77.0,65.88
DS1-1_DN57_c0_g1_i1.p1,YP_010798245.1,39.231,130,74,3,2,127,143,271,3.62e-14,77.0,53.08
DS1-1_DN57_c0_g1_i1.p1,WAK77974.1,44.706,85,47,0,40,124,196,280,3.63e-14,77.0,65.88
DS1-1_DN57_c0_g1_i1.p1,UVX28886.1,35.772,123,77,1,2,124,128,248,3.68e-14,77.0,56.10
DS1-1_DN57_c0_g1_i1.p1,WAK77788.1,37.903,124,73,3,2,124,162,282,3.89e-14,77.0,56.45
DS1-1_DN57_c0_g1_i1.p1,WPR16989.1,44.565,92,50,1,40,131,203,293,3.99e-14,77.0,64.13
DS1-1_DN50_c0_g1_i1.p1,WPR16894.1,67.123,73,23,1,1,73,85,156,1.20e-25,102,76.71
DS1-1_DN50_c0_g1_i1.p1,UJQ92014.1,43.200,125,67,2,1,122,289,412,3.94e-22,99.8,57.60
DS1-1_DN50_c0_g1_i1.p1,WZH61997.1,44.545,110,59,1,1,108,291,400,5.24e-22,99.4,62.73
DS1-1_DN50_c0_g1_i1.p1,WOZ03709.1,43.750,112,59,1,1,108,293,404,2.64e-21,97.4,60.71
DS1-1_DN50_c0_g1_i1.p1,YP_009667033.1,41.085,129,75,1,1,129,289,416,3.16e-21,97.1,55.81
DS1-1_DN50_c0_g1_i1.p1,URG17187.1,40.945,127,72,2,1,125,154,279,2.64e-20,93.2,55.12
DS1-1_DN50_c0_g1_i1.p1,QIP68036.1,43.077,130,71,3,1,128,289,417,5.77e-20,93.6,56.15
DS1-1_DN50_c0_g1_i1.p1,YP_010800305.1,41.538,130,74,2,1,129,296,424,9.21e-20,92.8,57.69
DS1-1_DN50_c0_g1_i1.p1,YP_010800306.1,40.769,130,75,2,1,129,108,236,2.90e-19,91.3,60.00
DS1-1_DN50_c0_g1_i1.p1,UJQ91955.1,41.129,124,72,1,1,123,292,415,3.06e-19,91.7,57.26
DS1-1_DN50_c0_g1_i1.p1,UVX28883.1,43.269,104,59,0,26,129,313,416,3.67e-19,91.3,58.65
DS1-1_DN50_c0_g1_i1.p1,QVU39976.1,43.269,104,59,0,26,129,313,416,3.82e-19,91.3,58.65
DS1-1_DN50_c0_g1_i1.p1,UTQ48836.1,39.837,123,65,4,4,122,295,412,5.77e-19,90.5,62.60
DS1-1_DN50_c0_g1_i1.p1,YP_010804968.1,43.269,104,59,0,26,129,313,416,7.04e-19,90.5,57.69
DS1-1_DN50_c0_g1_i1.p1,UJQ91945.1,40.323,124,71,2,1,122,301,423,9.71e-19,90.1,58.87
DS1-1_DN50_c0_g1_i1.p1,WPR16989.1,43.103,116,58,3,1,108,297,412,1.40e-18,89.7,60.34
DS1-1_DN50_c0_g1_i1.p1,UCR95347.1,40.769,130,75,2,1,129,298,426,1.48e-18,89.4,58.46
DS1-1_DN50_c0_g1_i1.p1,YP_010800205.1,38.462,130,77,3,1,129,282,409,2.07e-18,89.0,57.69
DS1-1_DN50_c0_g1_i1.p1,XGU09099.1,41.584,101,58,1,24,123,315,415,2.54e-18,89.0,66.34
DS1-1_DN50_c0_g1_i1.p1,WPR16687.1,39.683,126,74,2,1,125,292,416,2.57e-18,89.0,58.73
DS1-1_DN50_c0_g1_i1.p1,QJT73674.1,40.000,130,76,2,1,129,295,423,2.59e-18,89.0,58.46
DS1-1_DN50_c0_g1_i1.p1,BFU49210.1,41.584,101,58,1,24,123,315,415,2.61e-18,89.0,66.34
DS1-1_DN50_c0_g1_i1.p1,WAK77857.1,41.584,101,58,1,24,123,315,415,3.30e-18,88.6,66.34
DS1-1_DN50_c0_g1_i1.p1,UUG74236.1,41.441,111,63,2,13,122,310,419,3.44e-18,88.6,62.16
DS1-1_DN50_c0_g1_i1.p1,XPB66511.1,39.516,124,71,3,1,122,308,429,3.85e-18,88.2,59.68
DS1-1_DN50_c0_g1_i1.p1,WAK77939.1,38.462,130,77,3,1,129,282,409,4.00e-18,88.2,57.69
DS1-1_DN50_c0_g1_i1.p1,WAK77981.1,38.462,130,77,3,1,129,282,409,4.08e-18,88.2,57.69
DS1-1_DN50_c0_g1_i1.p1,URG17177.1,41.525,118,67,2,8,124,195,311,4.42e-18,87.4,56.78
DS1-1_DN50_c0_g1_i1.p1,WAK77980.1,38.462,130,77,3,1,129,282,409,5.41e-18,87.8,56.92
DS1-1_DN50_c0_g1_i1.p1,WAK77982.1,38.462,130,77,3,1,129,282,409,6.25e-18,87.8,56.92
DS1-1_DN50_c0_g1_i1.p1,YP_010797622.1,43.878,98,54,1,29,125,320,417,6.32e-18,87.8,66.33
DS1-1_DN50_c0_g1_i1.p1,WPR16825.1,43.956,91,45,2,27,116,18,103,6.71e-18,81.6,67.03
DS1-1_DN50_c0_g1_i1.p1,WAK77909.1,38.462,130,77,3,1,129,281,408,7.66e-18,87.4,57.69
DS1-1_DN50_c0_g1_i1.p1,UJQ92008.1,39.370,127,74,2,1,125,338,463,7.71e-18,87.4,54.33
DS1-1_DN50_c0_g1_i1.p1,UJQ92011.1,39.683,126,72,2,1,122,291,416,8.44e-18,87.4,55.56
DS1-1_DN50_c0_g1_i1.p1,URG17189.1,38.710,124,73,3,1,123,295,416,9.51e-18,87.0,58.87
DS1-1_DN50_c0_g1_i1.p1,WPR16785.1,46.512,86,45,1,23,107,17,102,1.09e-17,81.3,66.28
DS1-1_DN50_c0_g1_i1.p1,WPR16861.1,42.857,112,57,2,3,107,301,412,1.15e-17,87.0,58.93
DS1-1_DN50_c0_g1_i1.p1,WPR17045.1,42.500,120,61,3,1,115,8,124,1.16e-17,85.5,59.17
DS1-1_DN50_c0_g1_i1.p1,YP_010800209.1,41.463,123,67,2,1,122,312,430,1.33e-17,86.7,53.66
DS1-1_DN50_c0_g1_i1.p1,WAK77989.1,41.600,125,68,3,1,124,306,426,1.38e-17,86.7,54.40
DS1-1_DN50_c0_g1_i1.p1,WAK77988.1,41.600,125,68,3,1,124,306,426,1.39e-17,86.7,54.40
DS1-1_DN50_c0_g1_i1.p1,WAK77859.1,41.600,125,68,3,1,124,306,426,1.39e-17,86.7,55.20
DS1-1_DN50_c0_g1_i1.p1,URG17197.1,38.889,126,75,2,1,125,289,413,1.52e-17,86.7,55.56
DS1-1_DN50_c0_g1_i1.p1,UYL95443.1,42.636,129,68,3,1,125,315,441,1.62e-17,86.7,49.61
DS1-1_DN50_c0_g1_i1.p1,QGZ98422.1,38.462,130,77,3,1,129,282,409,1.71e-17,86.7,56.92
DS1-1_DN50_c0_g1_i1.p1,WPR16886.1,37.795,127,77,2,1,126,84,209,1.80e-17,84.3,55.91
DS1-1_DN50_c0_g1_i1.p1,UAW09569.1,41.818,110,58,2,1,108,314,419,1.85e-17,86.3,58.18
DS1-1_DN50_c0_g1_i1.p1,URG17182.1,41.667,108,62,1,1,107,130,237,1.95e-17,85.5,58.33
DS1-1_DN50_c0_g1_i1.p1,WPR16940.1,47.059,102,52,2,28,128,320,420,2.03e-17,86.3,61.76
DS1-1_DN50_c0_g1_i1.p1,UUW21020.1,38.462,130,77,3,1,129,282,409,2.08e-17,86.3,56.92
DS1-1_DN50_c0_g1_i1.p1,QRW41670.1,40.909,110,63,1,1,108,302,411,2.23e-17,85.9,54.55
DS1-1_DN50_c0_g1_i1.p1,UUW21028.1,46.809,94,48,2,30,122,324,416,2.36e-17,86.3,65.96
DS1-1_DN50_c0_g1_i1.p1,WRK14121.1,46.465,99,51,2,30,127,328,425,2.36e-17,86.3,64.65
DS1-1_DN50_c0_g1_i1.p1,UJQ92007.1,40.800,125,70,3,1,123,308,430,2.53e-17,85.9,56.00
DS1-1_DN50_c0_g1_i1.p1,XHY85250.1,37.692,130,78,3,1,129,301,428,2.53e-17,85.9,57.69
DS1-1_DN50_c0_g1_i1.p1,WAK77803.1,37.692,130,78,3,1,129,282,409,2.65e-17,85.9,57.69
DS1-1_DN50_c0_g1_i1.p1,UUW21021.1,38.462,130,77,3,1,129,282,409,3.04e-17,85.9,56.92
DS1-1_DN50_c0_g1_i1.p1,WPR17011.1,42.342,111,60,3,1,108,287,396,3.17e-17,85.9,63.06
DS1-1_DN50_c0_g1_i1.p1,WAK77838.1,40.650,123,63,4,7,123,309,427,3.26e-17,85.9,58.54
